wavelength	power
1.280649999999999970e-06	-5.768964280000000144e+01
1.280660000000000034e-06	-5.755639709999999809e+01
1.280670000000000098e-06	-5.762684229999999985e+01
1.280679999999999951e-06	-5.733654440000000108e+01
1.280690000000000015e-06	-5.755191839999999814e+01
1.280700000000000079e-06	-5.760675379999999990e+01
1.280709999999999932e-06	-5.751958040000000238e+01
1.280719999999999996e-06	-5.781942990000000293e+01
1.280730000000000060e-06	-5.792867760000000033e+01
1.280739999999999913e-06	-5.751632610000000057e+01
1.280749999999999977e-06	-5.744968440000000243e+01
1.280760000000000042e-06	-5.751766930000000144e+01
1.280770000000000106e-06	-5.742590700000000226e+01
1.280779999999999958e-06	-5.764815269999999714e+01
1.280790000000000023e-06	-5.721157149999999803e+01
1.280800000000000087e-06	-5.709948090000000320e+01
1.280809999999999939e-06	-5.687242260000000016e+01
1.280820000000000004e-06	-5.718025569999999647e+01
1.280830000000000068e-06	-5.728348359999999673e+01
1.280839999999999920e-06	-5.707104009999999761e+01
1.280849999999999985e-06	-5.736173260000000340e+01
1.280860000000000049e-06	-5.712604069999999723e+01
1.280869999999999902e-06	-5.708975720000000109e+01
1.280879999999999966e-06	-5.689703380000000266e+01
1.280890000000000030e-06	-5.725736429999999899e+01
1.280900000000000094e-06	-5.665289959999999780e+01
1.280909999999999947e-06	-5.687034460000000280e+01
1.280920000000000011e-06	-5.700887579999999843e+01
1.280930000000000075e-06	-5.663548620000000255e+01
1.280939999999999928e-06	-5.652669970000000177e+01
1.280949999999999992e-06	-5.713748989999999850e+01
1.280960000000000057e-06	-5.680313290000000137e+01
1.280969999999999909e-06	-5.717276379999999847e+01
1.280979999999999973e-06	-5.655859350000000063e+01
1.280990000000000038e-06	-5.686661620000000283e+01
1.281000000000000102e-06	-5.653112070000000244e+01
1.281009999999999954e-06	-5.654378030000000166e+01
1.281020000000000019e-06	-5.645060300000000097e+01
1.281030000000000083e-06	-5.650613510000000161e+01
1.281039999999999936e-06	-5.682847399999999993e+01
1.281050000000000000e-06	-5.628058120000000031e+01
1.281060000000000064e-06	-5.667453319999999906e+01
1.281069999999999917e-06	-5.616531619999999947e+01
1.281079999999999981e-06	-5.636262930000000182e+01
1.281090000000000045e-06	-5.641374739999999832e+01
1.281099999999999898e-06	-5.663797329999999874e+01
1.281109999999999962e-06	-5.658751730000000180e+01
1.281120000000000026e-06	-5.649467179999999900e+01
1.281130000000000091e-06	-5.632103699999999691e+01
1.281139999999999943e-06	-5.616735220000000339e+01
1.281150000000000007e-06	-5.624800129999999854e+01
1.281160000000000072e-06	-5.610222310000000334e+01
1.281169999999999924e-06	-5.624896319999999861e+01
1.281179999999999988e-06	-5.618855669999999947e+01
1.281190000000000053e-06	-5.595878419999999664e+01
1.281199999999999905e-06	-5.572417409999999904e+01
1.281209999999999969e-06	-5.601552470000000028e+01
1.281220000000000034e-06	-5.583116820000000047e+01
1.281230000000000098e-06	-5.582636699999999763e+01
1.281239999999999951e-06	-5.570459410000000133e+01
1.281250000000000015e-06	-5.561746670000000137e+01
1.281260000000000079e-06	-5.554318529999999754e+01
1.281269999999999932e-06	-5.587632459999999668e+01
1.281279999999999996e-06	-5.567639249999999862e+01
1.281290000000000060e-06	-5.592097909999999672e+01
1.281299999999999913e-06	-5.567029110000000003e+01
1.281309999999999977e-06	-5.566193390000000107e+01
1.281320000000000041e-06	-5.562548689999999851e+01
1.281330000000000106e-06	-5.566109809999999669e+01
1.281339999999999958e-06	-5.545113549999999947e+01
1.281350000000000022e-06	-5.543464759999999814e+01
1.281360000000000087e-06	-5.543594639999999885e+01
1.281369999999999939e-06	-5.540771989999999647e+01
1.281380000000000003e-06	-5.563323549999999784e+01
1.281390000000000068e-06	-5.590310780000000079e+01
1.281399999999999920e-06	-5.553906880000000257e+01
1.281409999999999984e-06	-5.546247650000000107e+01
1.281420000000000049e-06	-5.531338860000000324e+01
1.281429999999999901e-06	-5.548620369999999724e+01
1.281439999999999966e-06	-5.552274760000000242e+01
1.281450000000000030e-06	-5.528206790000000126e+01
1.281460000000000094e-06	-5.513855470000000025e+01
1.281469999999999947e-06	-5.512839220000000040e+01
1.281480000000000011e-06	-5.505544249999999806e+01
1.281490000000000075e-06	-5.508389300000000333e+01
1.281499999999999928e-06	-5.497757229999999851e+01
1.281509999999999992e-06	-5.504147950000000122e+01
1.281520000000000056e-06	-5.514111919999999856e+01
1.281529999999999909e-06	-5.500369460000000288e+01
1.281539999999999973e-06	-5.483989299999999645e+01
1.281550000000000037e-06	-5.506293219999999877e+01
1.281560000000000102e-06	-5.491858390000000156e+01
1.281569999999999954e-06	-5.462206659999999658e+01
1.281580000000000018e-06	-5.474852630000000175e+01
1.281590000000000083e-06	-5.470942579999999822e+01
1.281599999999999935e-06	-5.473117930000000086e+01
1.281610000000000000e-06	-5.473699510000000146e+01
1.281620000000000064e-06	-5.482061900000000065e+01
1.281629999999999916e-06	-5.459667120000000295e+01
1.281639999999999981e-06	-5.472774590000000217e+01
1.281650000000000045e-06	-5.455026730000000157e+01
1.281659999999999897e-06	-5.467230359999999934e+01
1.281669999999999962e-06	-5.443610919999999709e+01
1.281680000000000026e-06	-5.444031689999999912e+01
1.281690000000000090e-06	-5.448103210000000018e+01
1.281699999999999943e-06	-5.438550550000000072e+01
1.281710000000000007e-06	-5.441486100000000192e+01
1.281720000000000071e-06	-5.440842920000000049e+01
1.281729999999999924e-06	-5.437509010000000131e+01
1.281739999999999988e-06	-5.417230210000000312e+01
1.281750000000000052e-06	-5.422857929999999982e+01
1.281759999999999905e-06	-5.422690219999999783e+01
1.281769999999999969e-06	-5.425081850000000117e+01
1.281780000000000033e-06	-5.408689030000000031e+01
1.281790000000000098e-06	-5.437722749999999650e+01
1.281799999999999950e-06	-5.415350310000000178e+01
1.281810000000000015e-06	-5.427108969999999744e+01
1.281820000000000079e-06	-5.417797000000000196e+01
1.281829999999999931e-06	-5.426266900000000248e+01
1.281839999999999996e-06	-5.403429280000000290e+01
1.281850000000000060e-06	-5.421250469999999666e+01
1.281859999999999912e-06	-5.412772729999999655e+01
1.281869999999999977e-06	-5.379401159999999749e+01
1.281880000000000041e-06	-5.414862310000000178e+01
1.281890000000000105e-06	-5.414395540000000295e+01
1.281899999999999958e-06	-5.397722519999999946e+01
1.281910000000000022e-06	-5.385201519999999675e+01
1.281920000000000086e-06	-5.389812260000000066e+01
1.281929999999999939e-06	-5.398773320000000098e+01
1.281940000000000003e-06	-5.389982739999999950e+01
1.281950000000000067e-06	-5.397352339999999771e+01
1.281959999999999920e-06	-5.382442770000000110e+01
1.281969999999999984e-06	-5.387348180000000042e+01
1.281980000000000048e-06	-5.391774449999999774e+01
1.281989999999999901e-06	-5.393884349999999728e+01
1.281999999999999965e-06	-5.369134179999999645e+01
1.282010000000000030e-06	-5.368855020000000167e+01
1.282020000000000094e-06	-5.382692930000000331e+01
1.282029999999999946e-06	-5.364640200000000192e+01
1.282040000000000011e-06	-5.367178990000000027e+01
1.282050000000000075e-06	-5.382626249999999857e+01
1.282059999999999927e-06	-5.360443479999999994e+01
1.282069999999999992e-06	-5.353345499999999646e+01
1.282080000000000056e-06	-5.355776550000000213e+01
1.282089999999999909e-06	-5.355311480000000302e+01
1.282099999999999973e-06	-5.349720059999999933e+01
1.282110000000000037e-06	-5.338658389999999798e+01
1.282120000000000101e-06	-5.330784609999999901e+01
1.282129999999999954e-06	-5.335279959999999733e+01
1.282140000000000018e-06	-5.340676890000000299e+01
1.282150000000000082e-06	-5.339515260000000296e+01
1.282159999999999935e-06	-5.328516640000000137e+01
1.282169999999999999e-06	-5.320948030000000273e+01
1.282180000000000064e-06	-5.333093929999999716e+01
1.282189999999999916e-06	-5.323344550000000197e+01
1.282199999999999980e-06	-5.316554959999999852e+01
1.282210000000000045e-06	-5.323077760000000325e+01
1.282219999999999897e-06	-5.312222560000000016e+01
1.282229999999999961e-06	-5.323041560000000061e+01
1.282240000000000026e-06	-5.330680559999999701e+01
1.282250000000000090e-06	-5.316105369999999652e+01
1.282259999999999942e-06	-5.320347519999999975e+01
1.282270000000000007e-06	-5.312314649999999716e+01
1.282280000000000071e-06	-5.303208690000000303e+01
1.282289999999999924e-06	-5.309538630000000126e+01
1.282299999999999988e-06	-5.302144229999999681e+01
1.282310000000000052e-06	-5.297761520000000246e+01
1.282319999999999905e-06	-5.297067109999999701e+01
1.282329999999999969e-06	-5.286700539999999648e+01
1.282340000000000033e-06	-5.297250149999999991e+01
1.282350000000000097e-06	-5.290369890000000197e+01
1.282359999999999950e-06	-5.272611189999999937e+01
1.282370000000000014e-06	-5.285162820000000039e+01
1.282380000000000079e-06	-5.281913120000000106e+01
1.282389999999999931e-06	-5.281758270000000266e+01
1.282399999999999995e-06	-5.272955489999999656e+01
1.282410000000000060e-06	-5.261799059999999884e+01
1.282419999999999912e-06	-5.263923489999999816e+01
1.282429999999999976e-06	-5.263091779999999886e+01
1.282440000000000041e-06	-5.270829679999999939e+01
1.282450000000000105e-06	-5.263593269999999791e+01
1.282459999999999957e-06	-5.256564680000000322e+01
1.282470000000000022e-06	-5.248542659999999671e+01
1.282480000000000086e-06	-5.264236269999999962e+01
1.282489999999999939e-06	-5.270740690000000228e+01
1.282500000000000003e-06	-5.261071050000000326e+01
1.282510000000000067e-06	-5.265384279999999961e+01
1.282519999999999920e-06	-5.263612390000000119e+01
1.282529999999999984e-06	-5.257001770000000107e+01
1.282540000000000048e-06	-5.245545979999999986e+01
1.282549999999999901e-06	-5.260988160000000136e+01
1.282559999999999965e-06	-5.253463880000000330e+01
1.282570000000000029e-06	-5.252197079999999829e+01
1.282580000000000094e-06	-5.242757389999999873e+01
1.282589999999999946e-06	-5.239447669999999846e+01
1.282600000000000010e-06	-5.239826330000000354e+01
1.282610000000000075e-06	-5.241104810000000214e+01
1.282619999999999927e-06	-5.251938040000000285e+01
1.282629999999999991e-06	-5.230343030000000226e+01
1.282640000000000056e-06	-5.234924800000000289e+01
1.282649999999999908e-06	-5.252591079999999835e+01
1.282659999999999973e-06	-5.224757110000000182e+01
1.282670000000000037e-06	-5.245798649999999697e+01
1.282680000000000101e-06	-5.233293239999999713e+01
1.282689999999999954e-06	-5.246433340000000101e+01
1.282700000000000018e-06	-5.207228719999999811e+01
1.282710000000000082e-06	-5.230047009999999830e+01
1.282719999999999935e-06	-5.223372909999999791e+01
1.282729999999999999e-06	-5.228953169999999773e+01
1.282740000000000063e-06	-5.221853049999999996e+01
1.282749999999999916e-06	-5.218795490000000115e+01
1.282759999999999980e-06	-5.215796780000000155e+01
1.282770000000000044e-06	-5.216346769999999822e+01
1.282779999999999897e-06	-5.206077119999999780e+01
1.282789999999999961e-06	-5.208774160000000109e+01
1.282800000000000025e-06	-5.210689260000000189e+01
1.282810000000000090e-06	-5.214252609999999777e+01
1.282819999999999942e-06	-5.213825760000000287e+01
1.282830000000000006e-06	-5.207260190000000222e+01
1.282840000000000071e-06	-5.212144779999999855e+01
1.282849999999999923e-06	-5.208688719999999961e+01
1.282859999999999988e-06	-5.212083439999999968e+01
1.282870000000000052e-06	-5.198315730000000201e+01
1.282879999999999904e-06	-5.202147680000000207e+01
1.282889999999999969e-06	-5.209467779999999948e+01
1.282900000000000033e-06	-5.204031549999999839e+01
1.282910000000000097e-06	-5.204711770000000115e+01
1.282919999999999950e-06	-5.195070369999999826e+01
1.282930000000000014e-06	-5.195974869999999868e+01
1.282940000000000078e-06	-5.189161849999999987e+01
1.282949999999999931e-06	-5.205687830000000105e+01
1.282959999999999995e-06	-5.190760110000000083e+01
1.282970000000000059e-06	-5.199013089999999693e+01
1.282979999999999912e-06	-5.202747339999999809e+01
1.282989999999999976e-06	-5.200014660000000077e+01
1.283000000000000040e-06	-5.190335029999999961e+01
1.283010000000000105e-06	-5.187389139999999799e+01
1.283019999999999957e-06	-5.198885769999999695e+01
1.283030000000000021e-06	-5.195767289999999861e+01
1.283040000000000086e-06	-5.182794820000000158e+01
1.283049999999999938e-06	-5.191121470000000215e+01
1.283060000000000003e-06	-5.191283529999999757e+01
1.283070000000000067e-06	-5.185076370000000168e+01
1.283079999999999919e-06	-5.174202919999999750e+01
1.283089999999999984e-06	-5.189485770000000286e+01
1.283100000000000048e-06	-5.176741640000000189e+01
1.283109999999999900e-06	-5.183946699999999908e+01
1.283119999999999965e-06	-5.181757290000000182e+01
1.283130000000000029e-06	-5.173647170000000273e+01
1.283140000000000093e-06	-5.180198510000000311e+01
1.283149999999999946e-06	-5.173800330000000258e+01
1.283160000000000010e-06	-5.161407379999999989e+01
1.283170000000000074e-06	-5.170644279999999782e+01
1.283179999999999927e-06	-5.174144590000000221e+01
1.283189999999999991e-06	-5.187695229999999924e+01
1.283200000000000055e-06	-5.175825789999999671e+01
1.283209999999999908e-06	-5.184342699999999837e+01
1.283219999999999972e-06	-5.176000489999999843e+01
1.283230000000000037e-06	-5.170119770000000159e+01
1.283240000000000101e-06	-5.166376890000000088e+01
1.283249999999999953e-06	-5.168976250000000050e+01
1.283260000000000018e-06	-5.176512460000000004e+01
1.283270000000000082e-06	-5.174737590000000154e+01
1.283279999999999934e-06	-5.152496899999999869e+01
1.283289999999999999e-06	-5.165953230000000218e+01
1.283300000000000063e-06	-5.177088919999999916e+01
1.283309999999999915e-06	-5.163080860000000172e+01
1.283319999999999980e-06	-5.169426279999999707e+01
1.283330000000000044e-06	-5.163356339999999989e+01
1.283339999999999897e-06	-5.177369860000000301e+01
1.283349999999999961e-06	-5.162392669999999839e+01
1.283360000000000025e-06	-5.167170269999999732e+01
1.283370000000000089e-06	-5.166020790000000318e+01
1.283379999999999942e-06	-5.153470829999999836e+01
1.283390000000000006e-06	-5.170273300000000205e+01
1.283400000000000070e-06	-5.157278780000000040e+01
1.283409999999999923e-06	-5.162580580000000197e+01
1.283419999999999987e-06	-5.157806610000000092e+01
1.283430000000000052e-06	-5.159259689999999665e+01
1.283439999999999904e-06	-5.164531070000000312e+01
1.283449999999999968e-06	-5.163412720000000178e+01
1.283460000000000033e-06	-5.165587930000000227e+01
1.283470000000000097e-06	-5.158441810000000061e+01
1.283479999999999949e-06	-5.149411450000000201e+01
1.283490000000000014e-06	-5.150762209999999897e+01
1.283500000000000078e-06	-5.154089809999999972e+01
1.283509999999999930e-06	-5.147849459999999766e+01
1.283519999999999995e-06	-5.163631889999999913e+01
1.283530000000000059e-06	-5.152028500000000122e+01
1.283539999999999912e-06	-5.159215910000000349e+01
1.283549999999999976e-06	-5.152187059999999974e+01
1.283560000000000040e-06	-5.158044180000000267e+01
1.283570000000000104e-06	-5.159456440000000299e+01
1.283579999999999957e-06	-5.147546260000000018e+01
1.283590000000000021e-06	-5.154082089999999994e+01
1.283600000000000085e-06	-5.162483629999999835e+01
1.283609999999999938e-06	-5.160416039999999782e+01
1.283620000000000002e-06	-5.154651119999999764e+01
1.283630000000000067e-06	-5.154761090000000223e+01
1.283639999999999919e-06	-5.156361429999999757e+01
1.283649999999999983e-06	-5.150003159999999980e+01
1.283660000000000048e-06	-5.148667640000000034e+01
1.283669999999999900e-06	-5.159260009999999852e+01
1.283679999999999964e-06	-5.158599070000000353e+01
1.283690000000000029e-06	-5.152956280000000078e+01
1.283700000000000093e-06	-5.149927600000000183e+01
1.283709999999999946e-06	-5.151316980000000001e+01
1.283720000000000010e-06	-5.154397819999999797e+01
1.283730000000000074e-06	-5.151629510000000067e+01
1.283739999999999927e-06	-5.158978619999999893e+01
1.283749999999999991e-06	-5.156399729999999693e+01
1.283760000000000055e-06	-5.152661429999999854e+01
1.283769999999999908e-06	-5.152459280000000064e+01
1.283779999999999972e-06	-5.160058610000000101e+01
1.283790000000000036e-06	-5.145270639999999673e+01
1.283800000000000101e-06	-5.158980400000000088e+01
1.283809999999999953e-06	-5.156462719999999678e+01
1.283820000000000017e-06	-5.152103100000000069e+01
1.283830000000000082e-06	-5.147928199999999777e+01
1.283839999999999934e-06	-5.150440449999999970e+01
1.283849999999999998e-06	-5.167648839999999666e+01
1.283860000000000063e-06	-5.158428159999999707e+01
1.283869999999999915e-06	-5.167456190000000049e+01
1.283879999999999979e-06	-5.153917400000000271e+01
1.283890000000000044e-06	-5.153752159999999805e+01
1.283899999999999896e-06	-5.147543329999999884e+01
1.283909999999999961e-06	-5.164561830000000242e+01
1.283920000000000025e-06	-5.152553060000000329e+01
1.283930000000000089e-06	-5.145025840000000272e+01
1.283939999999999942e-06	-5.153136130000000037e+01
1.283950000000000006e-06	-5.142804610000000309e+01
1.283960000000000070e-06	-5.148835439999999863e+01
1.283969999999999923e-06	-5.148210470000000072e+01
1.283979999999999987e-06	-5.157748339999999843e+01
1.283990000000000051e-06	-5.155240419999999801e+01
1.283999999999999904e-06	-5.162804739999999981e+01
1.284009999999999968e-06	-5.149468739999999656e+01
1.284020000000000032e-06	-5.151814180000000221e+01
1.284030000000000097e-06	-5.153615549999999956e+01
1.284039999999999949e-06	-5.151135730000000024e+01
1.284050000000000013e-06	-5.150036229999999904e+01
1.284060000000000078e-06	-5.146131940000000071e+01
1.284069999999999930e-06	-5.158641620000000216e+01
1.284079999999999994e-06	-5.159990969999999777e+01
1.284090000000000059e-06	-5.151843989999999707e+01
1.284099999999999911e-06	-5.145666409999999757e+01
1.284109999999999976e-06	-5.153635349999999704e+01
1.284120000000000040e-06	-5.158736830000000140e+01
1.284130000000000104e-06	-5.157237980000000022e+01
1.284139999999999957e-06	-5.149481740000000229e+01
1.284150000000000021e-06	-5.157298790000000110e+01
1.284160000000000085e-06	-5.161531449999999666e+01
1.284169999999999938e-06	-5.160925840000000164e+01
1.284180000000000002e-06	-5.150122910000000331e+01
1.284190000000000066e-06	-5.146154370000000000e+01
1.284199999999999919e-06	-5.154815570000000235e+01
1.284209999999999983e-06	-5.166680869999999715e+01
1.284220000000000047e-06	-5.152549259999999975e+01
1.284229999999999900e-06	-5.149614969999999659e+01
1.284239999999999964e-06	-5.156234779999999773e+01
1.284250000000000028e-06	-5.158053840000000179e+01
1.284260000000000093e-06	-5.143885860000000321e+01
1.284269999999999945e-06	-5.169417289999999809e+01
1.284280000000000010e-06	-5.159844679999999784e+01
1.284290000000000074e-06	-5.156689930000000288e+01
1.284299999999999926e-06	-5.170660329999999760e+01
1.284309999999999991e-06	-5.169591750000000019e+01
1.284320000000000055e-06	-5.171828119999999984e+01
1.284329999999999907e-06	-5.179961050000000000e+01
1.284339999999999972e-06	-5.165182829999999825e+01
1.284350000000000036e-06	-5.166829419999999828e+01
1.284360000000000100e-06	-5.161386900000000111e+01
1.284369999999999953e-06	-5.163456570000000312e+01
1.284380000000000017e-06	-5.174055200000000099e+01
1.284390000000000081e-06	-5.167067180000000093e+01
1.284399999999999934e-06	-5.160081480000000198e+01
1.284409999999999998e-06	-5.167318639999999874e+01
1.284420000000000062e-06	-5.164819709999999731e+01
1.284429999999999915e-06	-5.167731659999999749e+01
1.284439999999999979e-06	-5.170947859999999707e+01
1.284450000000000043e-06	-5.167745860000000135e+01
1.284459999999999896e-06	-5.171035710000000307e+01
1.284469999999999960e-06	-5.166969000000000278e+01
1.284480000000000025e-06	-5.153574869999999919e+01
1.284490000000000089e-06	-5.170053140000000269e+01
1.284499999999999941e-06	-5.175349330000000236e+01
1.284510000000000006e-06	-5.163319940000000230e+01
1.284520000000000070e-06	-5.159267309999999895e+01
1.284529999999999922e-06	-5.169674880000000172e+01
1.284539999999999987e-06	-5.166521989999999676e+01
1.284550000000000051e-06	-5.180128770000000316e+01
1.284559999999999904e-06	-5.174038850000000167e+01
1.284569999999999968e-06	-5.175931289999999763e+01
1.284580000000000032e-06	-5.177810889999999944e+01
1.284590000000000096e-06	-5.165686709999999948e+01
1.284599999999999949e-06	-5.167854020000000048e+01
1.284610000000000013e-06	-5.173202419999999790e+01
1.284620000000000077e-06	-5.172738569999999925e+01
1.284629999999999930e-06	-5.179346869999999825e+01
1.284639999999999994e-06	-5.174323640000000069e+01
1.284650000000000058e-06	-5.179093149999999923e+01
1.284659999999999911e-06	-5.186771199999999737e+01
1.284669999999999975e-06	-5.178610119999999739e+01
1.284680000000000040e-06	-5.183611369999999852e+01
1.284690000000000104e-06	-5.179835289999999759e+01
1.284699999999999956e-06	-5.187072200000000066e+01
1.284710000000000021e-06	-5.189118479999999778e+01
1.284720000000000085e-06	-5.187605080000000157e+01
1.284729999999999937e-06	-5.181809179999999770e+01
1.284740000000000002e-06	-5.188528720000000050e+01
1.284750000000000066e-06	-5.192641390000000001e+01
1.284759999999999919e-06	-5.191870550000000151e+01
1.284769999999999983e-06	-5.187822549999999922e+01
1.284780000000000047e-06	-5.188872179999999901e+01
1.284789999999999900e-06	-5.192293080000000316e+01
1.284799999999999964e-06	-5.198934179999999827e+01
1.284810000000000028e-06	-5.200060129999999958e+01
1.284820000000000092e-06	-5.197699699999999723e+01
1.284829999999999945e-06	-5.196836079999999924e+01
1.284840000000000009e-06	-5.194554750000000354e+01
1.284850000000000074e-06	-5.191335250000000201e+01
1.284859999999999926e-06	-5.195132279999999980e+01
1.284869999999999990e-06	-5.198094600000000298e+01
1.284880000000000055e-06	-5.197007920000000070e+01
1.284889999999999907e-06	-5.205260940000000147e+01
1.284899999999999971e-06	-5.201288819999999902e+01
1.284910000000000036e-06	-5.195716000000000179e+01
1.284920000000000100e-06	-5.208858980000000116e+01
1.284929999999999952e-06	-5.214422809999999942e+01
1.284940000000000017e-06	-5.203546159999999787e+01
1.284950000000000081e-06	-5.209436399999999878e+01
1.284959999999999934e-06	-5.212484589999999685e+01
1.284969999999999998e-06	-5.217105109999999968e+01
1.284980000000000062e-06	-5.220436920000000214e+01
1.284989999999999915e-06	-5.214864879999999658e+01
1.284999999999999979e-06	-5.207172899999999771e+01
1.285010000000000043e-06	-5.209915889999999905e+01
1.285019999999999896e-06	-5.215281360000000177e+01
1.285029999999999960e-06	-5.231952820000000060e+01
1.285040000000000024e-06	-5.220173919999999868e+01
1.285050000000000089e-06	-5.213306060000000031e+01
1.285059999999999941e-06	-5.214647399999999777e+01
1.285070000000000005e-06	-5.240689679999999839e+01
1.285080000000000070e-06	-5.223027410000000259e+01
1.285089999999999922e-06	-5.221446519999999936e+01
1.285099999999999986e-06	-5.219045359999999789e+01
1.285110000000000051e-06	-5.233482800000000168e+01
1.285119999999999903e-06	-5.218862039999999780e+01
1.285129999999999967e-06	-5.224131440000000026e+01
1.285140000000000032e-06	-5.226452820000000088e+01
1.285150000000000096e-06	-5.237350109999999859e+01
1.285159999999999949e-06	-5.244180419999999998e+01
1.285170000000000013e-06	-5.230264400000000080e+01
1.285180000000000077e-06	-5.221704050000000308e+01
1.285189999999999930e-06	-5.231053039999999754e+01
1.285199999999999994e-06	-5.216509239999999892e+01
1.285210000000000058e-06	-5.232431770000000171e+01
1.285219999999999911e-06	-5.246531199999999728e+01
1.285229999999999975e-06	-5.233310029999999813e+01
1.285240000000000039e-06	-5.233697329999999681e+01
1.285250000000000104e-06	-5.244615290000000130e+01
1.285259999999999956e-06	-5.235063149999999865e+01
1.285270000000000020e-06	-5.236958359999999857e+01
1.285280000000000085e-06	-5.241698130000000333e+01
1.285289999999999937e-06	-5.237340970000000340e+01
1.285300000000000001e-06	-5.241329460000000040e+01
1.285310000000000066e-06	-5.245929149999999908e+01
1.285319999999999918e-06	-5.255191059999999936e+01
1.285329999999999983e-06	-5.243917979999999801e+01
1.285340000000000047e-06	-5.255831520000000268e+01
1.285349999999999899e-06	-5.260703170000000028e+01
1.285359999999999964e-06	-5.261124279999999942e+01
1.285370000000000028e-06	-5.262398379999999776e+01
1.285380000000000092e-06	-5.247068990000000355e+01
1.285389999999999945e-06	-5.255066459999999751e+01
1.285400000000000009e-06	-5.266688140000000118e+01
1.285410000000000073e-06	-5.263248000000000104e+01
1.285419999999999926e-06	-5.266114329999999910e+01
1.285429999999999990e-06	-5.265233990000000119e+01
1.285440000000000054e-06	-5.261867579999999833e+01
1.285449999999999907e-06	-5.269627090000000180e+01
1.285459999999999971e-06	-5.260929959999999994e+01
1.285470000000000035e-06	-5.265098420000000345e+01
1.285480000000000100e-06	-5.271046019999999999e+01
1.285489999999999952e-06	-5.281814469999999773e+01
1.285500000000000016e-06	-5.265521209999999996e+01
1.285510000000000081e-06	-5.274136779999999902e+01
1.285519999999999933e-06	-5.282372889999999899e+01
1.285529999999999998e-06	-5.290976750000000095e+01
1.285540000000000062e-06	-5.280121119999999735e+01
1.285549999999999914e-06	-5.286537440000000032e+01
1.285559999999999979e-06	-5.288915010000000194e+01
1.285570000000000043e-06	-5.290537979999999862e+01
1.285579999999999895e-06	-5.292892259999999993e+01
1.285589999999999960e-06	-5.283866739999999851e+01
1.285600000000000024e-06	-5.294103220000000221e+01
1.285610000000000088e-06	-5.293120950000000136e+01
1.285619999999999941e-06	-5.292993719999999769e+01
1.285630000000000005e-06	-5.297197090000000230e+01
1.285640000000000069e-06	-5.308035999999999888e+01
1.285649999999999922e-06	-5.314890450000000044e+01
1.285659999999999986e-06	-5.300530320000000017e+01
1.285670000000000050e-06	-5.308808100000000252e+01
1.285679999999999903e-06	-5.293501530000000344e+01
1.285689999999999967e-06	-5.323277879999999840e+01
1.285700000000000031e-06	-5.307770610000000033e+01
1.285710000000000096e-06	-5.309244830000000093e+01
1.285719999999999948e-06	-5.320021409999999662e+01
1.285730000000000013e-06	-5.304222949999999770e+01
1.285740000000000077e-06	-5.307009000000000043e+01
1.285749999999999929e-06	-5.297632999999999726e+01
1.285759999999999994e-06	-5.298712050000000318e+01
1.285770000000000058e-06	-5.312394940000000076e+01
1.285779999999999910e-06	-5.302462359999999819e+01
1.285789999999999975e-06	-5.297485269999999957e+01
1.285800000000000039e-06	-5.327456250000000182e+01
1.285810000000000103e-06	-5.321332770000000068e+01
1.285819999999999956e-06	-5.323956640000000107e+01
1.285830000000000020e-06	-5.322808890000000304e+01
1.285840000000000084e-06	-5.313030429999999882e+01
1.285849999999999937e-06	-5.326632490000000075e+01
1.285860000000000001e-06	-5.329982050000000271e+01
1.285870000000000065e-06	-5.311184399999999783e+01
1.285879999999999918e-06	-5.327238830000000291e+01
1.285889999999999982e-06	-5.323361239999999839e+01
1.285900000000000047e-06	-5.331930359999999780e+01
1.285909999999999899e-06	-5.328740289999999646e+01
1.285919999999999963e-06	-5.335719410000000096e+01
1.285930000000000028e-06	-5.330540990000000079e+01
1.285940000000000092e-06	-5.324224499999999694e+01
1.285949999999999944e-06	-5.349797230000000070e+01
1.285960000000000009e-06	-5.359284710000000018e+01
1.285970000000000073e-06	-5.342025309999999649e+01
1.285979999999999925e-06	-5.346875920000000093e+01
1.285989999999999990e-06	-5.339719389999999777e+01
1.286000000000000054e-06	-5.345702630000000255e+01
1.286009999999999907e-06	-5.340054299999999898e+01
1.286019999999999971e-06	-5.342200979999999788e+01
1.286030000000000035e-06	-5.343346710000000144e+01
1.286040000000000099e-06	-5.369532139999999742e+01
1.286049999999999952e-06	-5.345805190000000096e+01
1.286060000000000016e-06	-5.356588570000000260e+01
1.286070000000000080e-06	-5.360472699999999691e+01
1.286079999999999933e-06	-5.351710070000000030e+01
1.286089999999999997e-06	-5.343134040000000340e+01
1.286100000000000062e-06	-5.365782180000000068e+01
1.286109999999999914e-06	-5.363216220000000334e+01
1.286119999999999978e-06	-5.359113130000000069e+01
1.286130000000000043e-06	-5.344175690000000145e+01
1.286139999999999895e-06	-5.351908199999999738e+01
1.286149999999999959e-06	-5.359512579999999815e+01
1.286160000000000024e-06	-5.374402909999999878e+01
1.286170000000000088e-06	-5.364158820000000105e+01
1.286179999999999941e-06	-5.368944909999999737e+01
1.286190000000000005e-06	-5.362299029999999789e+01
1.286200000000000069e-06	-5.365740379999999732e+01
1.286209999999999922e-06	-5.380924749999999790e+01
1.286219999999999986e-06	-5.380651919999999677e+01
1.286230000000000050e-06	-5.379306710000000180e+01
